Chr_ann1,Start_ann1,End_ann1,Chr_ann2,Start_ann2,End_ann2,ChIN,Annotation1,Annotation2
Chr01,2954500,2954637,Chr01,29554633,29555963,4,ZS01g0615200,ZS01g0615400
Chr01,2960332,2960487,Chr01,29612454,29613900,5,ZS01g0616500,ZS01g0616600
Chr01,2960332,2960487,Chr01,29615847,29617196,7,ZS01g0616500,ZS01g0616700
Chr01,2960849,2960983,Chr01,29620440,29622216,4,ZS01g0616500,ZS01g0616800
Chr01,2960849,2960983,Chr01,29627544,29629856,4,ZS01g0616500,ZS01g0617000
Chr01,2961245,2961390,Chr01,29620440,29622216,9,ZS01g0616600,ZS01g0616800
Chr01,2961245,2961390,Chr01,29627544,29629856,11,ZS01g0616600,ZS01g0617000
Chr01,2961584,2961719,Chr01,29627544,29629856,6,ZS01g0616700,ZS01g0617000
Chr01,2962754,2962985,Chr01,29648201,29650215,4,ZS01g0617000,ZS01g0617200
Chr01,2964070,2964204,Chr01,29648201,29650215,7,ZS01g0617100,ZS01g0617200
Chr01,2964070,2964204,Chr01,29674409,29676353,4,ZS01g0617100,ZS01g0617800
Chr01,2964820,2965021,Chr01,29661592,29662860,5,ZS01g0617200,ZS01g0617400
Chr01,2964820,2965021,Chr01,29674409,29676353,4,ZS01g0617200,ZS01g0617800
Chr01,2964820,2965021,Chr01,39645259,39646605,4,ZS01g0617200,ZS01g0798600
Chr01,2965182,2965295,Chr01,29661592,29662860,5,ZS01g0617300,ZS01g0617400
Chr01,2966159,2966286,Chr01,29674409,29676353,8,ZS01g0617400,ZS01g0617800
Chr01,2986833,2987005,Chr01,29881756,29884740,4,ZS01g0621100,ZS01g0621400
Chr01,2988175,2988474,Chr01,29892054,29892897,4,ZS01g0621400,ZS01g0621500
Chr01,2994231,2994445,Chr01,29959272,29962070,5,ZS01g0622200,ZS01g0622400
Chr01,2997881,2998015,Chr01,30047840,30050050,6,ZS01g0623000,ZS01g0624100
Chr01,2999163,2999351,Chr01,29999891,30001961,7,ZS01g0623300,ZS01g0623400
Chr01,2999989,3000196,Chr01,30022400,30023545,5,ZS01g0623400,ZS01g0623700
Chr01,3002240,3002354,Chr01,30047840,30050050,4,ZS01g0623700,ZS01g0624100
Chr01,3002914,3003106,Chr01,30055559,30056981,4,ZS01g0623800,ZS01g0624300
Chr01,3011456,3011637,Chr01,30123928,30125630,7,ZS01g0625500,ZS01g0625800
Chr01,3011456,3011637,Chr01,30134702,30135910,4,ZS01g0625500,ZS01g0625800
Chr01,3014618,3014866,Chr01,30159931,30163365,4,ZS01g0626100,ZS01g0626200
Chr01,3014618,3014866,Chr01,30193133,30194927,4,ZS01g0626100,ZS01g0626700
Chr01,3015993,3016336,Chr01,30193133,30194927,4,ZS01g0626200,ZS01g0626700
Chr01,3018017,3018146,Chr01,30190480,30191377,6,ZS01g0626400,ZS01g0626600
Chr01,3018017,3018146,Chr01,30193133,30194927,7,ZS01g0626400,ZS01g0626700
Chr01,3018363,3018494,Chr01,30193133,30194927,6,ZS01g0626500,ZS01g0626700
Chr01,3018363,3018494,Chr01,30196981,30198932,4,ZS01g0626500,ZS01g0626800
Chr01,3019313,3019492,Chr01,30218581,30219237,6,ZS01g0626700,ZS01g0627200
Chr01,3020359,3020557,Chr01,30221003,30222146,4,ZS01g0627000,ZS01g0627300
Chr01,3022100,3022214,Chr01,30233668,30235404,4,ZS01g0627300,ZS01g0627600
Chr01,3022695,3022837,Chr01,30241887,30244057,4,ZS01g0627400,ZS01g0627600
Chr01,3023366,3023540,Chr01,30287612,30288850,4,ZS01g0627600,ZS01g0628400
Chr01,3024188,3024405,Chr01,30284999,30286109,5,ZS01g0627600,ZS01g0628300
Chr01,3033004,3033170,Chr01,30346605,30348174,11,ZS01g0629200,ZS01g0629400
Chr01,3033004,3033170,Chr01,30348546,30349862,5,ZS01g0629200,ZS01g0629500
Chr01,3033004,3033170,Chr01,30351761,30353126,6,ZS01g0629200,ZS01g0629600
Chr01,3034216,3034340,Chr01,30351761,30353126,6,ZS01g0629300,ZS01g0629600
Chr01,3035176,3035312,Chr01,30374429,30376644,5,ZS01g0629600,ZS01g0629800
Chr01,3037442,3037664,Chr01,30384452,30386252,16,ZS01g0629800,ZS01g0629900
Chr01,3038445,3038625,Chr01,30399718,30401208,4,ZS01g0629900,ZS01g0630200
Chr01,3038445,3038625,Chr01,30403288,30404720,6,ZS01g0629900,ZS01g0630300
Chr01,3038972,3039137,Chr01,30399718,30401208,6,ZS01g0630000,ZS01g0630200
Chr01,3038972,3039137,Chr01,30403288,30404720,4,ZS01g0630000,ZS01g0630300
Chr01,3039130,3039217,Chr01,30399718,30401208,7,ZS01g0630100,ZS01g0630200
Chr01,3039971,3040120,Chr01,30420666,30423082,7,ZS01g0630200,ZS01g0630400
Chr01,3040328,3040472,Chr01,30420666,30423082,7,ZS01g0630300,ZS01g0630400
Chr01,3042066,3042308,Chr01,30432950,30433894,10,ZS01g0630400,ZS01g0630600
Chr01,3042066,3042308,Chr01,30437690,30438947,5,ZS01g0630400,ZS01g0630600
Chr01,3042066,3042308,Chr01,30486684,30488669,6,ZS01g0630400,ZS01g0631500
Chr01,3042066,3042308,Chr01,30560575,30562762,4,ZS01g0630400,ZS01g0632500
Chr01,3050487,3050623,Chr01,30515916,30518163,5,ZS01g0631700,ZS01g0631900
Chr01,3052901,3053044,Chr01,30551566,30553681,5,ZS01g0632100,ZS01g0632400
Chr01,3053959,3054078,Chr01,30560575,30562762,4,ZS01g0632300,ZS01g0632500
Chr01,3055156,3055368,Chr01,30560575,30562762,5,ZS01g0632400,ZS01g0632500
Chr01,3056057,3056276,Chr01,30581737,30583150,4,ZS01g0632500,ZS01g0633200
Chr01,3056688,3056783,Chr01,30600554,30601770,4,ZS01g0632700,ZS01g0633700
Chr01,3059683,3059803,Chr01,30635656,30637088,4,ZS01g0633600,ZS01g0634000
Chr01,3062271,3062370,Chr01,30635656,30637088,6,ZS01g0633800,ZS01g0634000
Chr01,3062271,3062370,Chr01,30637605,30639554,4,ZS01g0633800,ZS01g0634100
Chr01,3063565,3063708,Chr01,30645638,30646953,6,ZS01g0634000,ZS01g0634200
Chr01,3063565,3063708,Chr01,30659232,30660619,5,ZS01g0634000,ZS01g0634600
Chr01,3064080,3064259,Chr01,30651968,30653284,5,ZS01g0634100,ZS01g0634400
Chr01,3065923,3066061,Chr01,30667488,30668681,7,ZS01g0634600,ZS01g0634700
Chr01,3069606,3069745,Chr01,30709679,30711325,5,ZS01g0634800,ZS01g0635000
Chr01,3074252,3074356,Chr01,30751740,30753162,4,ZS01g0635600,ZS01g0635700
Chr01,3080312,3080516,Chr01,30853515,30854649,4,ZS01g0636700,ZS01g0637100
Chr01,3087673,3087801,Chr01,30886484,30887833,4,ZS01g0637700,ZS01g0637800
Chr01,3087673,3087801,Chr01,30921288,30923433,4,ZS01g0637700,ZS01g0638300
Chr01,3088648,3088783,Chr01,30895926,30897260,5,ZS01g0637800,ZS01g0638000
Chr01,3089124,3089346,Chr01,30903352,30905196,7,ZS01g0637900,ZS01g0638200
Chr01,3090335,3090519,Chr01,30921288,30923433,4,ZS01g0638200,ZS01g0638300
Chr01,3092128,3092343,Chr01,30935135,30936291,5,ZS01g0638300,ZS01g0638600
Chr01,3100419,3100520,Chr01,31023964,31026830,6,ZS01g0639700,ZS01g0639900
Chr01,3102396,3102683,Chr01,31036367,31038014,15,ZS01g0639900,ZS01g0640000
Chr01,3103636,3103801,Chr01,31104253,31105747,5,ZS01g0640000,ZS01g0640900
Chr01,3106586,3106729,Chr01,31104253,31105747,6,ZS01g0640500,ZS01g0640900
Chr01,3109212,3109432,Chr01,31104253,31105747,8,ZS01g0640700,ZS01g0640900
Chr01,3110425,3110574,Chr01,31113126,31114209,4,ZS01g0640900,ZS01g0641100
Chr01,3119756,3119928,Chr01,31206948,31208262,4,ZS01g0642500,ZS01g0642700
Chr01,3119756,3119928,Chr01,31211830,31213290,4,ZS01g0642500,ZS01g0642700
Chr01,3119756,3119928,Chr01,31215334,31217083,4,ZS01g0642500,ZS01g0642800
Chr01,3120694,3120826,Chr01,31215334,31217083,5,ZS01g0642700,ZS01g0642800
Chr01,3125119,3125305,Chr01,31259406,31261191,4,ZS01g0643300,ZS01g0643400
Chr01,3125940,3126119,Chr01,31270357,31272271,6,ZS01g0643400,ZS01g0643500
Chr01,3138873,3139057,Chr01,31405296,31407088,4,ZS01g0644800,ZS01g0645100
Chr01,3139856,3140011,Chr01,31407745,31409506,6,ZS01g0644900,ZS01g0645200
Chr01,3161988,3162074,Chr01,31628618,31630436,6,ZS01g0649300,ZS01g0649400
Chr01,3171922,3172041,Chr01,31728855,31729602,4,ZS01g0650500,ZS01g0650900
Chr01,3174996,3175130,Chr01,31759835,31762113,7,ZS01g0651300,ZS01g0651400
Chr01,3180588,3180747,Chr01,31816180,31818272,6,ZS01g0651800,ZS01g0651900
Chr01,3183572,3183699,Chr01,31884524,31885913,4,ZS01g0652700,ZS01g0653200
Chr01,3183572,3183699,Chr01,31905341,31907139,4,ZS01g0652700,ZS01g0653600
Chr01,3185267,3185502,Chr01,31884524,31885913,4,ZS01g0652900,ZS01g0653200
Chr01,3188452,3188591,Chr01,31905341,31907139,4,ZS01g0653200,ZS01g0653600
Chr01,3194727,3194879,Chr01,31970126,31971796,4,ZS01g0654400,ZS01g0654800
Chr01,3194727,3194879,Chr01,31974528,31976728,4,ZS01g0654400,ZS01g0654900
Chr01,3194727,3194879,Chr01,31986322,31988162,4,ZS01g0654400,ZS01g0655100
Chr01,3194727,3194879,Chr01,32033055,32035042,4,ZS01g0654400,ZS01g0656100
Chr01,3197452,3197672,Chr01,31986322,31988162,10,ZS01g0654900,ZS01g0655100
Chr01,3197452,3197672,Chr01,31993528,31994341,6,ZS01g0654900,ZS01g0655200
Chr01,3197452,3197672,Chr01,32033055,32035042,4,ZS01g0654900,ZS01g0656100
Chr01,3198409,3198554,Chr01,32033055,32035042,4,ZS01g0655000,ZS01g0656100
Chr01,3198632,3198816,Chr01,32033055,32035042,5,ZS01g0655100,ZS01g0656100
Chr01,3199352,3199434,Chr01,32033055,32035042,5,ZS01g0655200,ZS01g0656100
Chr01,3203305,3203504,Chr01,32048682,32049786,10,ZS01g0656100,ZS01g0656300
Chr01,3219695,3219928,Chr01,32219559,32221169,4,ZS01g0668500,ZS01g0668900
Chr01,3221955,3222116,Chr01,32255980,32259260,4,ZS01g0668900,ZS01g0669500
Chr01,3224677,3224797,Chr01,32255980,32259260,9,ZS01g0669300,ZS01g0669500
Chr01,3225238,3225351,Chr01,32269562,32270602,4,ZS01g0669200,ZS01g0670000
Chr01,3225598,3225926,Chr01,32269562,32270602,8,ZS01g0669500,ZS01g0670000
Chr01,3226152,3226316,Chr01,32287070,32287830,4,ZS01g0669600,ZS01g0670200
Chr01,3231279,3231386,Chr01,32322234,32323580,5,ZS01g0670300,ZS01g0670500
Chr01,3231802,3231928,Chr01,32350067,32352841,5,ZS01g0670400,ZS01g0670800
Chr01,3232223,3232358,Chr01,32350067,32352841,4,ZS01g0670500,ZS01g0670800
Chr01,3232223,3232358,Chr01,32356937,32358435,4,ZS01g0670500,ZS01g0670900
Chr01,3233037,3233196,Chr01,32350067,32352841,4,ZS01g0670600,ZS01g0670800
Chr01,3235006,3235284,Chr01,32373539,32375498,6,ZS01g0670800,ZS01g0671100
Chr01,3239975,3240216,Chr01,32409171,32410776,8,ZS01g0671600,ZS01g0671800
Chr01,3239975,3240216,Chr01,32422095,32423640,5,ZS01g0671600,ZS01g0672200
Chr01,3241180,3241273,Chr01,32422095,32423640,4,ZS01g0671900,ZS01g0672200
Chr01,3242764,3242938,Chr01,32454382,32455779,5,ZS01g0672300,ZS01g0672500
Chr01,3245438,3245577,Chr01,32482708,32484949,6,ZS01g0672500,ZS01g0673200
Chr01,3248270,3248494,Chr01,32496031,32497631,5,ZS01g0673200,ZS01g0673500
Chr01,3248270,3248494,Chr01,32519753,32521316,4,ZS01g0673200,ZS01g0674100
Chr01,3248702,3248851,Chr01,32496031,32497631,19,ZS01g0673300,ZS01g0673500
Chr01,3248702,3248851,Chr01,32505114,32507404,4,ZS01g0673300,ZS01g0673800
Chr01,3250511,3250740,Chr01,32516531,32518396,16,ZS01g0673800,ZS01g0674000
Chr01,3250511,3250740,Chr01,32519753,32521316,13,ZS01g0673800,ZS01g0674100
Chr01,3250511,3250740,Chr01,32524271,32525601,10,ZS01g0673800,ZS01g0674200
Chr01,3251975,3252131,Chr01,32530850,32533032,6,ZS01g0674100,ZS01g0674500
Chr01,3252427,3252560,Chr01,32534751,32536563,5,ZS01g0674200,ZS01g0674600
Chr01,3252427,3252560,Chr01,32563204,32564684,5,ZS01g0674200,ZS01g0674700
Chr01,3263383,3263517,Chr01,32654515,32656488,7,ZS01g0675600,ZS01g0675900
Chr01,3264102,3264209,Chr01,32654515,32656488,14,ZS01g0675700,ZS01g0675900
Chr01,3265451,3265648,Chr01,32665405,32666403,4,ZS01g0675900,ZS01g0676000
Chr01,3267283,3267403,Chr01,32682927,32684747,4,ZS01g0676200,ZS01g0676300
Chr01,3268292,3268474,Chr01,32699425,32701510,6,ZS01g0676300,ZS01g0676400
Chr01,3268292,3268474,Chr01,32708791,32710474,4,ZS01g0676300,ZS01g0676600
Chr01,3269942,3270151,Chr01,32708791,32710474,9,ZS01g0676400,ZS01g0676600
Chr01,3269942,3270151,Chr01,32717249,32718962,5,ZS01g0676400,ZS01g0676700
Chr01,3273346,3273464,Chr01,32784858,32787058,6,ZS01g0676800,ZS01g0677400
Chr01,3284264,3284436,Chr01,32871462,32874093,6,ZS01g0678000,ZS01g0678400
Chr01,3284264,3284436,Chr01,32905263,32906926,7,ZS01g0678000,ZS01g0679000
Chr01,3284264,3284436,Chr01,32912198,32913170,6,ZS01g0678000,ZS01g0679100
Chr01,3287146,3287409,Chr01,32901072,32902879,22,ZS01g0678400,ZS01g0679000
Chr01,3290107,3290287,Chr01,32912198,32913170,4,ZS01g0679000,ZS01g0679100
Chr01,3291219,3291317,Chr01,32936551,32939520,4,ZS01g0679100,ZS01g0679400
Chr01,3292214,3292458,Chr01,32936551,32939520,5,ZS01g0679200,ZS01g0679400
Chr01,3293655,3293952,Chr01,32960210,32961634,10,ZS01g0679400,ZS01g0679700
Chr01,3299194,3299362,Chr01,33006139,33008013,5,ZS01g0680200,ZS01g0680400
Chr01,3299487,3299567,Chr01,33006139,33008013,4,ZS01g0680300,ZS01g0680400
Chr01,3299487,3299567,Chr01,33013797,33015533,4,ZS01g0680300,ZS01g0680600
Chr01,3301379,3301553,Chr01,33023754,33026882,5,ZS01g0680600,ZS01g0680800
Chr01,3302375,3302688,Chr01,33030609,33032391,5,ZS01g0680800,ZS01g0680900
Chr01,3302375,3302688,Chr01,33044526,33045302,5,ZS01g0680800,ZS01g0681100
Chr01,3306010,3306136,Chr01,33068077,33070523,7,ZS01g0681600,ZS01g0682000
Chr01,3310627,3310657,Chr01,33151400,33154193,4,ZS01g0682500,ZS01g0682800
Chr01,3315140,3315419,Chr01,33166003,33167165,4,ZS01g0682800,ZS01g0683000
Chr01,3315140,3315419,Chr01,33195922,33198712,4,ZS01g0682800,ZS01g0683400
Chr01,3316600,3316716,Chr01,33176184,33179265,5,ZS01g0683000,ZS01g0683200
Chr01,3316600,3316716,Chr01,33238186,33240026,4,ZS01g0683000,ZS01g0683800
Chr01,3316600,3316716,Chr01,33257213,33259428,4,ZS01g0683000,ZS01g0684300
Chr01,3316936,3317158,Chr01,33255402,33257056,4,ZS01g0683100,ZS01g0684200
Chr01,3317618,3317926,Chr01,33195922,33198712,9,ZS01g0683200,ZS01g0683400
Chr01,3317618,3317926,Chr01,33238186,33240026,9,ZS01g0683200,ZS01g0683800
Chr01,3317618,3317926,Chr01,33246809,33248571,4,ZS01g0683200,ZS01g0684000
Chr01,3317618,3317926,Chr01,33255402,33257056,6,ZS01g0683200,ZS01g0684200
Chr01,3317618,3317926,Chr01,33257213,33259428,4,ZS01g0683200,ZS01g0684300
Chr01,3323818,3324002,Chr01,33246809,33248571,4,ZS01g0683800,ZS01g0684000
Chr01,3323818,3324002,Chr01,33255402,33257056,5,ZS01g0683800,ZS01g0684200
Chr01,3324680,3324857,Chr01,33255402,33257056,5,ZS01g0684000,ZS01g0684200
Chr01,3324680,3324857,Chr01,33545977,33548036,4,ZS01g0684000,ZS01g0689200
Chr01,3335444,3335706,Chr01,33364269,33366099,12,ZS01g0686200,ZS01g0686500
Chr01,3335692,3335844,Chr01,33364269,33366099,5,ZS01g0686400,ZS01g0686500
Chr01,3335692,3335844,Chr01,33374017,33376003,4,ZS01g0686400,ZS01g0686700
Chr01,3337401,3337600,Chr01,33391631,33394130,13,ZS01g0686700,ZS01g0687000
Chr01,3339163,3339413,Chr01,33475243,33476645,5,ZS01g0687000,ZS01g0688200
Chr01,3344685,3344845,Chr01,33466207,33467541,6,ZS01g0687600,ZS01g0688000
Chr01,3346620,3346754,Chr01,33475243,33476645,4,ZS01g0688000,ZS01g0688200
Chr01,3346620,3346754,Chr01,33495714,33497528,4,ZS01g0688000,ZS01g0688700
Chr01,3346620,3346754,Chr01,33539202,33540959,4,ZS01g0688000,ZS01g0689100
Chr01,3347524,3347664,Chr01,33495714,33497528,9,ZS01g0688200,ZS01g0688700
Chr01,3352992,3353153,Chr01,33539202,33540959,7,ZS01g0688900,ZS01g0689100
Chr01,3352992,3353153,Chr01,33550141,33551603,4,ZS01g0688900,ZS01g0689300
Chr01,3353536,3353753,Chr01,33545977,33548036,12,ZS01g0689000,ZS01g0689200
Chr01,3353536,3353753,Chr01,33550141,33551603,13,ZS01g0689000,ZS01g0689300
Chr01,3353536,3353753,Chr01,33554056,33555921,5,ZS01g0689000,ZS01g0689400
Chr01,3353920,3354095,Chr01,33550141,33551603,14,ZS01g0689100,ZS01g0689300
Chr01,3353920,3354095,Chr01,33554056,33555921,5,ZS01g0689100,ZS01g0689400
Chr01,3353920,3354095,Chr01,33556794,33557924,4,ZS01g0689100,ZS01g0689500
Chr01,3353920,3354095,Chr01,33574936,33577571,6,ZS01g0689100,ZS01g0689700
Chr01,3355679,3355792,Chr01,33574936,33577571,4,ZS01g0689500,ZS01g0689700
Chr01,3357086,3357198,Chr01,33584578,33586908,8,ZS01g0689600,ZS01g0689900
Chr01,3357086,3357198,Chr01,33586986,33588417,5,ZS01g0689600,ZS01g0689900
Chr01,3357493,3357757,Chr01,33584578,33586908,17,ZS01g0689700,ZS01g0689900
Chr01,3357493,3357757,Chr01,33586986,33588417,6,ZS01g0689700,ZS01g0689900
Chr01,3357493,3357757,Chr01,33630275,33631626,4,ZS01g0689700,ZS01g0690700
Chr01,3358457,3358690,Chr01,33596118,33597524,5,ZS01g0689900,ZS01g0690100
Chr01,3358698,3358841,Chr01,33596118,33597524,4,ZS01g0689900,ZS01g0690100
Chr01,3359611,3359752,Chr01,33612386,33613320,4,ZS01g0690100,ZS01g0690200
Chr01,3361238,3361332,Chr01,33630275,33631626,5,ZS01g0690200,ZS01g0690700
Chr01,3363027,3363162,Chr01,33653993,33656196,5,ZS01g0690700,ZS01g0690800
Chr01,3365399,3365619,Chr01,33675183,33678474,5,ZS01g0690800,ZS01g0690900
Chr01,3365399,3365619,Chr01,33702661,33704278,4,ZS01g0690800,ZS01g0691300
Chr01,3372445,3372748,Chr01,33737694,33739643,4,ZS01g0691600,ZS01g0692100
Chr01,3373769,3373964,Chr01,33753156,33754915,4,ZS01g0692100,ZS01g0692300
Chr01,3373769,3373964,Chr01,33763206,33764892,4,ZS01g0692100,ZS01g0692600
Chr01,3375315,3375491,Chr01,33769155,33770695,9,ZS01g0692300,ZS01g0692700
Chr01,3375315,3375491,Chr01,33809764,33811254,5,ZS01g0692300,ZS01g0693200
Chr01,3376320,3376489,Chr01,33801685,33803816,7,ZS01g0692600,ZS01g0693100
Chr01,3376915,3377069,Chr01,33778327,33780040,4,ZS01g0692700,ZS01g0692800
Chr01,3377832,3378004,Chr01,33801685,33803816,5,ZS01g0692800,ZS01g0693100
Chr01,3380168,3380381,Chr01,33809764,33811254,5,ZS01g0693100,ZS01g0693200
Chr01,3384344,3384529,Chr01,33861849,33862951,4,ZS01g0693700,ZS01g0694000
Chr01,3388357,3388580,Chr01,33893945,33895712,4,ZS01g0694500,ZS01g0694800
Chr01,3392578,3392895,Chr01,33975219,33976068,4,ZS01g0695400,ZS01g0696100
Chr01,3392578,3392895,Chr01,33980736,33982402,6,ZS01g0695400,ZS01g0696200
Chr01,3392578,3392895,Chr01,34746119,34749020,4,ZS01g0695400,ZS01g0708400
Chr01,3397521,3397606,Chr01,33998189,33999979,4,ZS01g0696100,ZS01g0696500
Chr01,3398073,3398240,Chr01,33990241,33992132,8,ZS01g0696200,ZS01g0696600
Chr01,3398073,3398240,Chr01,34005300,34006930,6,ZS01g0696200,ZS01g0696700
Chr01,3399024,3399213,Chr01,33998189,33999979,5,ZS01g0696600,ZS01g0696500
Chr01,3399024,3399213,Chr01,34005300,34006930,6,ZS01g0696600,ZS01g0696700
Chr01,3400530,3400693,Chr01,34018416,34019967,7,ZS01g0696700,ZS01g0697000
Chr01,3401841,3401996,Chr01,34031657,34032776,4,ZS01g0697000,ZS01g0697200
Chr01,3402494,3402675,Chr01,34043136,34044594,4,ZS01g0697100,ZS01g0697300
Chr01,3403165,3403277,Chr01,34041459,34042686,4,ZS01g0697200,ZS01g0697300
Chr01,3404145,3404268,Chr01,34055034,34058150,4,ZS01g0697300,ZS01g0697500
Chr01,3404313,3404459,Chr01,34055034,34058150,9,ZS01g0697300,ZS01g0697500
Chr01,3405503,3405815,Chr01,34251323,34254209,4,ZS01g0697500,ZS01g0700100
Chr01,3416154,3416294,Chr01,34174474,34175275,8,ZS01g0698800,ZS01g0699000
Chr01,3416841,3417033,Chr01,34179118,34181142,5,ZS01g0698900,ZS01g0699100
Chr01,3417911,3418114,Chr01,34187290,34188806,4,ZS01g0699100,ZS01g0699300
Chr01,3418729,3418880,Chr01,34197251,34199293,5,ZS01g0699300,ZS01g0699400
Chr01,3419725,3419929,Chr01,34251323,34254209,4,ZS01g0699400,ZS01g0700100
Chr01,3425132,3425420,Chr01,34287106,34289065,5,ZS01g0700100,ZS01g0700700
Chr01,3425132,3425420,Chr01,34296945,34298401,5,ZS01g0700100,ZS01g0700800
Chr01,3428710,3428906,Chr01,34296945,34298401,7,ZS01g0700700,ZS01g0700800
Chr01,3430321,3430553,Chr01,34318493,34320323,7,ZS01g0701000,ZS01g0701400
Chr01,3430321,3430553,Chr01,34324341,34325798,4,ZS01g0701000,ZS01g0701600
Chr01,3430321,3430553,Chr01,34353201,34356448,5,ZS01g0701000,ZS01g0701900
Chr01,3435320,3435644,Chr01,34382993,34383853,4,ZS01g0701900,ZS01g0702400
Chr01,3438299,3438385,Chr01,34397476,34399418,4,ZS01g0702400,ZS01g0702500
Chr01,3439747,3439941,Chr01,34438165,34440573,8,ZS01g0702500,ZS01g0703200
Chr01,3443816,3444057,Chr01,34450988,34452316,4,ZS01g0703200,ZS01g0703300
Chr01,3445098,3445231,Chr01,34463522,34465560,8,ZS01g0703300,ZS01g0703400
Chr01,3446352,3446556,Chr01,34471927,34472907,4,ZS01g0703400,ZS01g0703500
Chr01,3451097,3451414,Chr01,34532646,34533538,7,ZS01g0704200,ZS01g0704700
Chr01,3451097,3451414,Chr01,34538775,34539882,10,ZS01g0704200,ZS01g0704900
Chr01,3454606,3454734,Chr01,34557123,34559064,4,ZS01g0705000,ZS01g0704900
Chr01,3455712,3455906,Chr01,34574403,34575733,8,ZS01g0704900,ZS01g0705300
Chr01,3458798,3459118,Chr01,34619628,34621205,4,ZS01g0705700,ZS01g0706400
Chr01,3460940,3461102,Chr01,34619628,34621205,8,ZS01g0706200,ZS01g0706400
Chr01,3461962,3462120,Chr01,34630892,34632876,13,ZS01g0706400,ZS01g0706600
Chr01,3461962,3462120,Chr01,34654565,34656140,5,ZS01g0706400,ZS01g0707100
Chr01,3462181,3462269,Chr01,34630892,34632876,9,ZS01g0706500,ZS01g0706600
Chr01,3462181,3462269,Chr01,34654565,34656140,4,ZS01g0706500,ZS01g0707100
Chr01,3463089,3463287,Chr01,34647255,34649382,11,ZS01g0706600,ZS01g0707000
Chr01,3463089,3463287,Chr01,34654565,34656140,7,ZS01g0706600,ZS01g0707100
Chr01,3474611,3474902,Chr01,34770685,34773357,4,ZS01g0708400,ZS01g0709000
Chr01,3477068,3477335,Chr01,34786748,34786988,4,ZS01g0709000,ZS01g0709200
Chr01,3477068,3477335,Chr01,34787249,34787937,6,ZS01g0709000,ZS01g0709200
Chr01,3477068,3477335,Chr01,34788948,34789961,5,ZS01g0709000,ZS01g0709300
Chr01,3483585,3483871,Chr01,34854462,34856138,5,ZS01g0709900,ZS01g0710100
Chr01,3484942,3485158,Chr01,34859133,34860664,13,ZS01g0710000,ZS01g0710300
Chr01,3485913,3486066,Chr01,34874901,34876608,4,ZS01g0710300,ZS01g0710400
Chr01,3486799,3486961,Chr01,34883060,34883876,4,ZS01g0710300,ZS01g0710500
Chr01,3488893,3489050,Chr01,34899997,34901264,5,ZS01g0710600,ZS01g0710700
Chr01,3492860,3493019,Chr01,34960120,34962408,7,ZS01g0711200,ZS01g0711700
Chr01,3492860,3493019,Chr01,34966804,34969102,7,ZS01g0711200,ZS01g0711800
Chr01,3493630,3493867,Chr01,34960120,34962408,9,ZS01g0711400,ZS01g0711700
Chr01,3493630,3493867,Chr01,34966804,34969102,10,ZS01g0711400,ZS01g0711800
Chr01,3496680,3496910,Chr01,34986568,34989299,4,ZS01g0711800,ZS01g0712200
Chr01,3500972,3501088,Chr01,35018808,35020915,4,ZS01g0712400,ZS01g0712500
Chr01,3501880,3502091,Chr01,35029406,35030625,7,ZS01g0712500,ZS01g0712700
Chr01,3505966,3506067,Chr01,35093412,35094776,4,ZS01g0713400,ZS01g0714000
Chr01,3506972,3507070,Chr01,35093412,35094776,4,ZS01g0713600,ZS01g0714000
Chr01,3507686,3507823,Chr01,35083663,35086356,4,ZS01g0713700,ZS01g0713800
Chr01,3508366,3508635,Chr01,35166016,35168083,4,ZS01g0713800,ZS01g0715400
Chr01,3511450,3511669,Chr01,35124792,35126095,5,ZS01g0714400,ZS01g0714600
Chr01,3511450,3511669,Chr01,35126301,35127445,4,ZS01g0714400,ZS01g0714800
Chr01,3511952,3512168,Chr01,35130688,35131866,4,ZS01g0714500,ZS01g0714800
Chr01,3511952,3512168,Chr01,35134877,35136728,6,ZS01g0714500,ZS01g0715100
Chr01,3512479,3512609,Chr01,35134877,35136728,4,ZS01g0714600,ZS01g0715100
Chr01,3512479,3512609,Chr01,35166016,35168083,4,ZS01g0714600,ZS01g0715400
Chr01,3512630,3512744,Chr01,35134877,35136728,6,ZS01g0714800,ZS01g0715100
Chr01,3512630,3512744,Chr01,35166016,35168083,5,ZS01g0714800,ZS01g0715400
Chr01,3512630,3512744,Chr01,35169106,35170433,4,ZS01g0714800,ZS01g0715500
Chr01,3513068,3513186,Chr01,35173636,35174637,5,ZS01g0714800,ZS01g0715600
Chr01,3513487,3513672,Chr01,35166016,35168083,10,ZS01g0715100,ZS01g0715400
Chr01,3513487,3513672,Chr01,35173636,35174637,5,ZS01g0715100,ZS01g0715600
Chr01,3514537,3514700,Chr01,35166016,35168083,4,ZS01g0715200,ZS01g0715400
Chr01,3524949,3525088,Chr01,35258540,35260658,4,ZS01g0717000,ZS01g0717200
Chr01,3531379,3531552,Chr01,35323375,35326285,5,ZS01g0717800,ZS01g0718100
Chr01,3531379,3531552,Chr01,35332173,35333436,4,ZS01g0717800,ZS01g0718400
Chr01,3531770,3532022,Chr01,35332173,35333436,5,ZS01g0718000,ZS01g0718400
Chr01,3532337,3532628,Chr01,35332173,35333436,4,ZS01g0718100,ZS01g0718400
