Chr_ann1,Start_ann1,End_ann1,Chr_ann2,Start_ann2,End_ann2,ChIN,Annotation1,Annotation2
Chr10,10973725,10982721,Chr06,1507613,1511659,6,MH10g0202200,MH06g0045800
Chr10,10973725,10982721,Chr06,4734057,4741599,5,MH10g0202200,MH06g0124300
Chr10,11521607,11528430,Chr06,25052574,25056852,4,MH10g0220400,MH06g0621700
Chr10,12475091,12485912,Chr06,4700726,4707782,4,MH10g0234800,MH06g0123900
Chr10,13775330,13778615,Chr06,1507613,1511659,4,MH10g0254400,MH06g0045800
Chr10,13775330,13778615,Chr06,24278833,24284089,4,MH10g0254400,MH06g0610800
Chr10,13811823,13817585,Chr06,26741742,26751378,8,NA,NA
Chr10,13811823,13817585,Chr06,27330028,27338397,10,NA,MH06g0680500
Chr10,17174932,17182348,Chr06,1507613,1511659,4,MH10g0324300,MH06g0045800
Chr10,17174932,17182348,Chr06,21524396,21536005,4,MH10g0324300,MH06g0537600
Chr10,19595581,19603927,Chr06,4293072,4301013,4,MH10g0370900,MH06g0107300
Chr10,19595581,19603927,Chr06,26741742,26751378,6,MH10g0370900,NA
Chr10,19673533,19680700,Chr06,27330028,27338397,4,MH10g0372100,MH06g0680500
Chr10,20025206,20032982,Chr06,27330028,27338397,6,MH10g0378100,MH06g0680500
Chr10,20025206,20032982,Chr06,29003016,29008522,4,MH10g0378100,MH06g0708300
Chr10,20677259,20684113,Chr06,26741742,26751378,6,MH10g0388300,NA
Chr10,21384709,21398237,Chr06,731692,743399,9,MH10g0400600,MH06g0022700
Chr10,21384709,21398237,Chr06,3794148,3803933,6,MH10g0400600,MH06g0099100
Chr10,21384709,21398237,Chr06,4064263,4070450,5,MH10g0400600,MH06g0103300
Chr10,21384709,21398237,Chr06,4734057,4741599,18,MH10g0400600,MH06g0124300
Chr10,21384709,21398237,Chr06,7339437,7353017,9,MH10g0400600,MH06g0185200
Chr10,21384709,21398237,Chr06,13504013,13504581,4,MH10g0400600,MH06g0329400
Chr10,21384709,21398237,Chr06,28138318,28147966,12,MH10g0400600,MH06g0693600
Chr10,21384709,21398237,Chr06,28198407,28205804,7,MH10g0400600,MH06g0694900
Chr10,21531905,21541367,Chr06,6206260,6212374,5,MH10g0402600,MH06g0157500
Chr10,21531905,21541367,Chr06,21253076,21262223,4,MH10g0402600,MH06g0533300
Chr10,21700555,21712152,Chr06,5850781,5859102,4,MH10g0405100,MH06g0152000
Chr10,21700555,21712152,Chr06,26741742,26751378,6,MH10g0405100,NA
Chr10,22103295,22111497,Chr06,7339437,7353017,4,MH10g0422600,MH06g0185200
Chr10,22603345,22612381,Chr06,7339437,7353017,6,MH10g0430400,MH06g0185200
Chr10,22669800,22677552,Chr06,1984681,1991811,4,MH10g0431700,MH06g0054300
Chr10,23183589,23189589,Chr06,19908156,19911489,4,MH10g0441200,MH06g0493700
Chr10,23183589,23189589,Chr06,24598011,24604331,6,MH10g0441200,MH06g0614900
Chr10,23183589,23189589,Chr06,25818431,25821938,4,MH10g0441200,MH06g0654800
Chr10,23183589,23189589,Chr06,26741742,26751378,8,MH10g0441200,NA
Chr10,23359578,23377188,Chr06,2401033,2408070,6,MH10g0444200,MH06g0062600
Chr10,826046,829692,Chr07,27680904,27692995,4,MH10g0020400,MH07g0539000
Chr10,1181906,1199702,Chr07,21502779,21508234,4,MH10g0025500,MH07g0424100
Chr10,1577489,1584182,Chr07,20756258,20765301,6,MH10g0030900,MH07g0413600
Chr10,1577489,1584182,Chr07,21388443,21394141,4,MH10g0030900,MH07g0422200
Chr10,1577489,1584182,Chr07,22801216,22812249,5,MH10g0030900,MH07g0447100
Chr10,1577489,1584182,Chr07,26618785,26628513,5,MH10g0030900,MH07g0521700
Chr10,2951387,2959199,Chr07,20756258,20765301,8,MH10g0048200,MH07g0413600
Chr10,10253036,10259843,Chr07,26618785,26628513,4,MH10g0190600,MH07g0521700
Chr10,10973725,10982721,Chr07,24287998,24295207,4,MH10g0202200,MH07g0482200
Chr10,13775330,13778615,Chr07,4041142,4047180,4,MH10g0254400,MH07g0099000
Chr10,13775330,13778615,Chr07,18697445,18707120,4,MH10g0254400,MH07g0385400
Chr10,13775330,13778615,Chr07,20756258,20765301,10,MH10g0254400,MH07g0413600
Chr10,13775330,13778615,Chr07,22801216,22812249,5,MH10g0254400,MH07g0447100
Chr10,13775330,13778615,Chr07,27952441,27959936,4,MH10g0254400,MH07g0543200
Chr10,13811823,13817585,Chr07,4041142,4047180,5,NA,MH07g0099000
Chr10,13811823,13817585,Chr07,19638402,19647214,8,NA,MH07g0398400
Chr10,14994591,15001447,Chr07,20756258,20765301,4,MH10g0280600,MH07g0413600
Chr10,15402350,15409314,Chr07,27672212,27680080,4,MH10g0286900,MH07g0538700
Chr10,16442194,16449204,Chr07,27672212,27680080,4,MH10g0313900,MH07g0538700
Chr10,17174932,17182348,Chr07,21502779,21508234,4,MH10g0324300,MH07g0424100
Chr10,19188696,19194578,Chr07,20756258,20765301,6,MH10g0364300,MH07g0413600
Chr10,19513568,19518960,Chr07,22372391,22375865,4,MH10g0369500,MH07g0438700
Chr10,19513568,19518960,Chr07,24287998,24295207,4,MH10g0369500,MH07g0482200
Chr10,19513568,19518960,Chr07,27049521,27058612,5,MH10g0369500,MH07g0529000
Chr10,19595581,19603927,Chr07,4591685,4598289,4,MH10g0370900,MH07g0107100
Chr10,19595581,19603927,Chr07,21388443,21394141,5,MH10g0370900,MH07g0422200
Chr10,19595581,19603927,Chr07,27680904,27692995,7,MH10g0370900,MH07g0539000
Chr10,19595581,19603927,Chr07,27952441,27959936,5,MH10g0370900,MH07g0543200
Chr10,19673533,19680700,Chr07,12211507,12219021,6,MH10g0372100,MH07g0265700
Chr10,20025206,20032982,Chr07,19638402,19647214,7,MH10g0378100,MH07g0398400
Chr10,20025206,20032982,Chr07,24653489,24668635,10,MH10g0378100,MH07g0488900
Chr10,20105498,20112593,Chr07,27672212,27680080,4,MH10g0379500,MH07g0538700
Chr10,21358445,21361970,Chr07,22801216,22812249,4,MH10g0400400,MH07g0447100
Chr10,21384709,21398237,Chr07,16683074,16687171,4,MH10g0400600,MH07g0335400
Chr10,21384709,21398237,Chr07,18773392,18776820,5,MH10g0400600,MH07g0386400
Chr10,21384709,21398237,Chr07,19599634,19605733,6,MH10g0400600,MH07g0397900
Chr10,21384709,21398237,Chr07,19638402,19647214,10,MH10g0400600,MH07g0398400
Chr10,21384709,21398237,Chr07,21502779,21508234,9,MH10g0400600,MH07g0424100
Chr10,21384709,21398237,Chr07,22313449,22320226,8,MH10g0400600,MH07g0437700
Chr10,21384709,21398237,Chr07,22372391,22375865,12,MH10g0400600,MH07g0438700
Chr10,21384709,21398237,Chr07,22801216,22812249,16,MH10g0400600,MH07g0447100
Chr10,21384709,21398237,Chr07,22968854,22974320,5,MH10g0400600,MH07g0459300
Chr10,21384709,21398237,Chr07,23398947,23405997,5,MH10g0400600,MH07g0467300
Chr10,21384709,21398237,Chr07,24287998,24295207,11,MH10g0400600,MH07g0482200
Chr10,21384709,21398237,Chr07,25326056,25329365,5,MH10g0400600,MH07g0499800
Chr10,21384709,21398237,Chr07,26618785,26628513,18,MH10g0400600,MH07g0521700
Chr10,21384709,21398237,Chr07,27672212,27680080,15,MH10g0400600,MH07g0538700
Chr10,21384709,21398237,Chr07,27680904,27692995,14,MH10g0400600,MH07g0539000
Chr10,21665592,21673373,Chr07,21902508,21911712,4,MH10g0404800,MH07g0430900
Chr10,21700555,21712152,Chr07,22665739,22673052,6,MH10g0405100,MH07g0444600
Chr10,22103295,22111497,Chr07,26618785,26628513,5,MH10g0422600,MH07g0521700
Chr10,22148099,22157879,Chr07,24287998,24295207,5,MH10g0423200,MH07g0482200
Chr10,22474641,22480980,Chr07,27952441,27959936,4,MH10g0428100,MH07g0543200
Chr10,22498204,22499425,Chr07,21898497,21901831,5,MH10g0428400,MH07g0430800
Chr10,22561539,22567407,Chr07,26618785,26628513,6,MH10g0429500,MH07g0521700
Chr10,22669800,22677552,Chr07,24653489,24668635,5,MH10g0431700,MH07g0488900
Chr10,23088052,23089908,Chr07,222421,223386,4,MH10g0439000,MH07g0013800
Chr10,23183589,23189589,Chr07,3500729,3507315,4,MH10g0441200,MH07g0090200
Chr10,23183589,23189589,Chr07,4041142,4047180,5,MH10g0441200,MH07g0099000
Chr10,23183589,23189589,Chr07,21502779,21508234,5,MH10g0441200,MH07g0424100
Chr10,23183589,23189589,Chr07,22638730,22643250,5,MH10g0441200,MH07g0443900
Chr10,23183589,23189589,Chr07,24287998,24295207,7,MH10g0441200,MH07g0482200
Chr10,23183589,23189589,Chr07,24653489,24668635,9,MH10g0441200,MH07g0488900
Chr10,23183589,23189589,Chr07,26618785,26628513,8,MH10g0441200,MH07g0521700
Chr10,23192454,23194706,Chr07,27680904,27692995,4,MH10g0441300,MH07g0539000
Chr10,23359578,23377188,Chr07,16334394,16341560,4,MH10g0444200,MH07g0330100
Chr10,23359578,23377188,Chr07,23548390,23552390,4,MH10g0444200,MH07g0470000
Chr10,13775330,13778615,Chr08,23017629,23024640,6,MH10g0254400,NA
Chr10,13811823,13817585,Chr08,1330854,1339715,5,NA,MH08g0030000
Chr10,13811823,13817585,Chr08,5454881,5461309,5,NA,MH08g0124600
Chr10,13811823,13817585,Chr08,16252891,16264918,4,NA,MH08g0379100
Chr10,13811823,13817585,Chr08,21930661,21935951,6,NA,MH08g0476500
Chr10,13811823,13817585,Chr08,23276890,23288221,4,NA,MH08g0509300
Chr10,13811823,13817585,Chr08,23849618,23857917,5,NA,MH08g0518100
Chr10,18131279,18137005,Chr08,23017629,23024640,4,MH10g0349200,NA
Chr10,19513568,19518960,Chr08,3083524,3093583,8,MH10g0369500,MH08g0078000
Chr10,19513568,19518960,Chr08,22296182,22306111,4,MH10g0369500,MH08g0482900
Chr10,19595581,19603927,Chr08,22296182,22306111,5,MH10g0370900,MH08g0482900
Chr10,19595581,19603927,Chr08,23716164,23724317,4,MH10g0370900,MH08g0516000
Chr10,19673533,19680700,Chr08,21930661,21935951,4,MH10g0372100,MH08g0476500
Chr10,20025206,20032982,Chr08,23017629,23024640,7,MH10g0378100,NA
Chr10,20486148,20492561,Chr08,22296182,22306111,6,MH10g0384800,MH08g0482900
Chr10,20486148,20492561,Chr08,23543987,23554903,4,MH10g0384800,MH08g0513700
Chr10,20812059,20816057,Chr08,23276890,23288221,4,MH10g0390000,MH08g0509300
Chr10,21384709,21398237,Chr08,422718,428820,6,MH10g0400600,MH08g0016100
Chr10,21384709,21398237,Chr08,13214362,13230672,5,MH10g0400600,MH08g0311300
Chr10,21384709,21398237,Chr08,15749308,15753390,4,MH10g0400600,MH08g0369700
Chr10,21384709,21398237,Chr08,15954353,15957405,4,MH10g0400600,MH08g0373000
Chr10,21384709,21398237,Chr08,19897673,19905538,7,MH10g0400600,MH08g0435200
Chr10,21384709,21398237,Chr08,22296182,22306111,9,MH10g0400600,MH08g0482900
Chr10,21384709,21398237,Chr08,22306684,22311032,5,MH10g0400600,NA
Chr10,21384709,21398237,Chr08,23189986,23199734,4,MH10g0400600,NA
Chr10,21384709,21398237,Chr08,23276890,23288221,7,MH10g0400600,MH08g0509300
Chr10,21384709,21398237,Chr08,23543987,23554903,9,MH10g0400600,MH08g0513700
Chr10,21384709,21398237,Chr08,23646908,23651630,5,MH10g0400600,MH08g0515000
Chr10,21384709,21398237,Chr08,23849618,23857917,8,MH10g0400600,MH08g0518100
Chr10,21562997,21564260,Chr08,108483,111793,4,MH10g0403200,MH08g0011400
Chr10,21665592,21673373,Chr08,25378579,25384535,4,MH10g0404800,MH08g0552200
Chr10,22148099,22157879,Chr08,21445261,21448962,6,MH10g0423200,NA
Chr10,22561539,22567407,Chr08,23017629,23024640,5,MH10g0429500,NA
Chr10,23086072,23087613,Chr08,452965,454671,5,MH10g0439000,MH08g0016500
Chr10,23088052,23089908,Chr08,452965,454671,6,MH10g0439000,MH08g0016500
Chr10,23093904,23096088,Chr08,452965,454671,22,MH10g0439000,MH08g0016500
Chr10,23093904,23096088,Chr08,454628,457755,13,MH10g0439000,MH08g0016500
Chr10,23183589,23189589,Chr08,429788,437603,4,MH10g0441200,MH08g0016200
Chr10,23183589,23189589,Chr08,22931661,22939169,4,MH10g0441200,MH08g0493200
Chr10,23183589,23189589,Chr08,23017629,23024640,8,MH10g0441200,NA
Chr10,23183589,23189589,Chr08,24042081,24049879,5,MH10g0441200,MH08g0521800
Chr10,23359578,23377188,Chr08,3871943,3877917,4,MH10g0444200,MH08g0090600
Chr10,23359578,23377188,Chr08,5454881,5461309,6,MH10g0444200,MH08g0124600
Chr10,23359578,23377188,Chr08,19024136,19033203,6,MH10g0444200,MH08g0422500
Chr10,23359578,23377188,Chr08,19565085,19567494,4,MH10g0444200,MH08g0430600
Chr10,23359578,23377188,Chr08,25107717,25113174,5,MH10g0444200,MH08g0547600
Chr10,2951387,2959199,Chr09,12827142,12847656,4,MH10g0048200,MH09g0293200
Chr10,10973725,10982721,Chr09,16029925,16035258,4,MH10g0202200,MH09g0352300
Chr10,11521607,11528430,Chr09,20198023,20205516,4,MH10g0220400,MH09g0436000
Chr10,13775330,13778615,Chr09,14617055,14624608,6,MH10g0254400,MH09g0320000
Chr10,13775330,13778615,Chr09,17917877,17933579,7,MH10g0254400,MH09g0385600
Chr10,13775330,13778615,Chr09,18812871,18819617,4,MH10g0254400,MH09g0403800
Chr10,13811823,13817585,Chr09,837588,840089,4,NA,MH09g0031500
Chr10,13811823,13817585,Chr09,14617055,14624608,6,NA,MH09g0320000
Chr10,13811823,13817585,Chr09,15103351,15110857,5,NA,MH09g0329200
Chr10,13811823,13817585,Chr09,16029925,16035258,4,NA,MH09g0352300
Chr10,13811823,13817585,Chr09,16682924,16689656,4,NA,MH09g0365200
Chr10,14009570,14010230,Chr09,16682924,16689656,5,MH10g0257000,MH09g0365200
Chr10,15402350,15409314,Chr09,17917877,17933579,4,MH10g0286900,MH09g0385600
Chr10,15402350,15409314,Chr09,20594871,20606077,4,MH10g0286900,MH09g0442400
Chr10,17174932,17182348,Chr09,14617055,14624608,6,MH10g0324300,MH09g0320000
Chr10,17174932,17182348,Chr09,20353573,20360996,4,MH10g0324300,MH09g0438000
Chr10,19513568,19518960,Chr09,14617055,14624608,4,MH10g0369500,MH09g0320000
Chr10,19673533,19680700,Chr09,20594871,20606077,4,MH10g0372100,MH09g0442400
Chr10,20025206,20032982,Chr09,15265055,15267179,5,MH10g0378100,MH09g0331600
Chr10,20114255,20116887,Chr09,18474255,18479817,4,MH10g0379600,NA
Chr10,20486148,20492561,Chr09,14617055,14624608,4,MH10g0384800,MH09g0320000
Chr10,20677259,20684113,Chr09,16976346,16979742,5,MH10g0388300,MH09g0369200
Chr10,21358445,21361970,Chr09,20039180,20045426,4,MH10g0400400,MH09g0433700
Chr10,21361648,21377591,Chr09,10658793,10664823,5,MH10g0400500,MH09g0241500
Chr10,21384709,21398237,Chr09,2453236,2463922,6,MH10g0400600,MH09g0065700
Chr10,21384709,21398237,Chr09,10658793,10664823,7,MH10g0400600,MH09g0241500
Chr10,21384709,21398237,Chr09,15103351,15110857,11,MH10g0400600,MH09g0329200
Chr10,21384709,21398237,Chr09,16063706,16070987,9,MH10g0400600,MH09g0352700
Chr10,21384709,21398237,Chr09,18415473,18419550,5,MH10g0400600,MH09g0396200
Chr10,21384709,21398237,Chr09,18474255,18479817,14,MH10g0400600,NA
Chr10,21384709,21398237,Chr09,19881487,19893183,8,MH10g0400600,MH09g0431600
Chr10,21384709,21398237,Chr09,20039180,20045426,14,MH10g0400600,MH09g0433700
Chr10,21384709,21398237,Chr09,20045194,20048624,6,MH10g0400600,MH09g0433800
Chr10,21384709,21398237,Chr09,20048848,20053245,8,MH10g0400600,MH09g0433900
Chr10,21384709,21398237,Chr09,20594871,20606077,10,MH10g0400600,MH09g0442400
Chr10,21700555,21712152,Chr09,20594871,20606077,4,MH10g0405100,MH09g0442400
Chr10,22148099,22157879,Chr09,814144,823518,5,MH10g0423200,MH09g0031300
Chr10,22148099,22157879,Chr09,12827142,12847656,4,MH10g0423200,MH09g0293200
Chr10,22148099,22157879,Chr09,14617055,14624608,6,MH10g0423200,MH09g0320000
Chr10,22148099,22157879,Chr09,16063706,16070987,4,MH10g0423200,MH09g0352700
Chr10,22148099,22157879,Chr09,20048848,20053245,5,MH10g0423200,MH09g0433900
Chr10,22498204,22499425,Chr09,8412421,8413170,62,MH10g0428400,MH09g0199500
Chr10,22669800,22677552,Chr09,14617055,14624608,4,MH10g0431700,MH09g0320000
Chr10,23183589,23189589,Chr09,814144,823518,6,MH10g0441200,MH09g0031300
Chr10,23183589,23189589,Chr09,12166932,12175456,4,MH10g0441200,MH09g0272300
Chr10,23183589,23189589,Chr09,15103351,15110857,6,MH10g0441200,MH09g0329200
Chr10,23183589,23189589,Chr09,16063706,16070987,5,MH10g0441200,MH09g0352700
Chr10,23183589,23189589,Chr09,16976346,16979742,7,MH10g0441200,MH09g0369200
Chr10,23183589,23189589,Chr09,18415473,18419550,6,MH10g0441200,MH09g0396200
Chr10,23183589,23189589,Chr09,20594871,20606077,5,MH10g0441200,MH09g0442400
Chr10,23212691,23219109,Chr09,11838958,11846378,4,MH10g0441600,MH09g0268100
Chr10,23359578,23377188,Chr09,14617055,14624608,8,MH10g0444200,MH09g0320000
Chr10,23359578,23377188,Chr09,15103351,15110857,7,MH10g0444200,MH09g0329200
Chr10,23359578,23377188,Chr09,18474255,18479817,7,MH10g0444200,NA
Chr10,23359578,23377188,Chr09,20611420,20620039,6,MH10g0444200,MH09g0442500
Chr10,23359578,23377188,Chr09,21543611,21552319,5,MH10g0444200,MH09g0460900
Chr11,56310,59842,Chr11,105884,112346,6,MH11g0010800,MH11g0011700
Chr11,56310,59842,Chr11,113099,115825,4,MH11g0010800,MH11g0011900
Chr11,169185,170671,Chr11,178965,180666,4,MH11g0013100,MH11g0013400
Chr11,278472,283538,Chr11,299003,301864,4,NA,MH11g0015600
Chr11,278472,283538,Chr11,317780,322563,6,NA,MH11g0015800
Chr11,317780,322563,Chr11,2343191,2348549,4,MH11g0015800,MH11g0055600
Chr11,631778,636370,Chr11,643354,647082,5,MH11g0022700,MH11g0022900
Chr11,836557,837751,Chr11,845429,846283,6,MH11g0026700,NA
Chr11,1582949,1591379,Chr11,1832272,1850653,6,MH11g0041800,NA
Chr11,1720925,1724468,Chr11,1832272,1850653,5,MH11g0043900,NA
Chr11,1832272,1850653,Chr11,1832272,1850653,44,NA,NA
Chr11,1832272,1850653,Chr11,1849167,1851189,24,NA,NA
Chr11,1832272,1850653,Chr11,1851137,1851658,15,NA,NA
Chr11,1832272,1850653,Chr11,1852633,1853855,17,NA,NA
Chr11,1832272,1850653,Chr11,1873163,1880186,35,NA,MH11g0046500
Chr11,1832272,1850653,Chr11,1896195,1898249,7,NA,MH11g0046800
Chr11,1832272,1850653,Chr11,2092214,2094523,6,NA,MH11g0051300
Chr11,1832272,1850653,Chr11,2099322,2102712,4,NA,MH11g0051600
Chr11,1832272,1850653,Chr11,2204273,2209455,4,NA,MH11g0053100
Chr11,1832272,1850653,Chr11,2343191,2348549,15,NA,MH11g0055600
Chr11,1832272,1850653,Chr11,2840909,2852421,4,NA,MH11g0061900
Chr11,1832272,1850653,Chr11,2945012,2950226,4,NA,MH11g0062800
Chr11,1832272,1850653,Chr11,3091772,3097052,4,NA,MH11g0065100
Chr11,1832272,1850653,Chr11,3308252,3320618,5,NA,MH11g0069000
Chr11,1832272,1850653,Chr11,23435582,23440870,4,NA,MH11g0501200
Chr11,1849167,1851189,Chr11,1873163,1880186,8,NA,MH11g0046500
Chr11,1873163,1880186,Chr11,2343191,2348549,7,MH11g0046500,MH11g0055600
Chr11,1873163,1880186,Chr11,4379749,4384479,4,MH11g0046500,MH11g0083700
Chr11,2168614,2174086,Chr11,2182066,2184004,4,MH11g0052400,MH11g0052600
Chr11,2168614,2174086,Chr11,2184003,2184483,4,MH11g0052400,MH11g0052600
Chr11,2168614,2174086,Chr11,2204273,2209455,4,MH11g0052400,MH11g0053100
Chr11,2200820,2201478,Chr11,2213457,2215105,6,MH11g0053000,MH11g0053300
Chr11,2204273,2209455,Chr11,2213457,2215105,5,MH11g0053100,MH11g0053300
Chr11,2334460,2337828,Chr11,2343191,2348549,7,MH11g0055500,MH11g0055600
Chr11,2343191,2348549,Chr11,2375490,2376157,10,MH11g0055600,MH11g0055700
Chr11,2343191,2348549,Chr11,2489943,2491620,5,MH11g0055600,MH11g0057200
Chr11,2343191,2348549,Chr11,2545741,2547704,7,MH11g0055600,MH11g0058100
Chr11,2343191,2348549,Chr11,2729263,2734315,4,MH11g0055600,MH11g0060100
Chr11,2343191,2348549,Chr11,3091772,3097052,6,MH11g0055600,MH11g0065100
Chr11,2343191,2348549,Chr11,4226300,4234465,5,MH11g0055600,MH11g0081500
Chr11,2343191,2348549,Chr11,5374861,5384089,6,MH11g0055600,MH11g0109300
Chr11,2343191,2348549,Chr11,5915913,5931340,9,MH11g0055600,MH11g0115100
Chr11,2343191,2348549,Chr11,7900158,7909009,4,MH11g0055600,MH11g0182700
Chr11,2343191,2348549,Chr11,17929317,17942553,8,MH11g0055600,MH11g0400000
Chr11,2343191,2348549,Chr11,20210407,20221394,10,MH11g0055600,MH11g0433900
Chr11,2343191,2348549,Chr11,23582729,23587255,4,MH11g0055600,MH11g0502200
Chr11,2446602,2447528,Chr11,2464154,2466777,4,NA,MH11g0056800
Chr11,2718087,2718721,Chr11,2729263,2734315,8,MH11g0059800,MH11g0060100
Chr11,2718792,2719304,Chr11,2729263,2734315,5,MH11g0059800,MH11g0060100
Chr11,2719087,2727319,Chr11,2729263,2734315,42,MH11g0059800,MH11g0060100
Chr11,2719087,2727319,Chr11,2733837,2736373,27,MH11g0059800,MH11g0060100
Chr11,2719087,2727319,Chr11,2795377,2798941,7,MH11g0059800,MH11g0061100
Chr11,2719087,2727319,Chr11,2825495,2834164,13,MH11g0059800,MH11g0061600
Chr11,2719087,2727319,Chr11,2840909,2852421,11,MH11g0059800,MH11g0061900
Chr11,2719087,2727319,Chr11,3441013,3450465,4,MH11g0059800,MH11g0071200
Chr11,2729263,2734315,Chr11,2840909,2852421,7,MH11g0060100,MH11g0061900
Chr11,2733837,2736373,Chr11,2825495,2834164,4,MH11g0060100,MH11g0061600
Chr11,2733837,2736373,Chr11,2840909,2852421,4,MH11g0060100,MH11g0061900
Chr11,2793210,2795714,Chr11,2825495,2834164,7,MH11g0061000,MH11g0061600
Chr11,2795377,2798941,Chr11,2825495,2834164,10,MH11g0061100,MH11g0061600
Chr11,2795377,2798941,Chr11,2840909,2852421,13,MH11g0061100,MH11g0061900
Chr11,2825495,2834164,Chr11,2840909,2852421,77,MH11g0061600,MH11g0061900
Chr11,2825495,2834164,Chr11,2867551,2868931,12,MH11g0061600,MH11g0062100
Chr11,2825495,2834164,Chr11,2915247,2916970,4,MH11g0061600,MH11g0062400
Chr11,2825495,2834164,Chr11,2945012,2950226,4,MH11g0061600,MH11g0062800
Chr11,2840909,2852421,Chr11,2840909,2852421,8,MH11g0061900,MH11g0061900
Chr11,2840909,2852421,Chr11,2867551,2868931,42,MH11g0061900,MH11g0062100
Chr11,2840909,2852421,Chr11,2945012,2950226,9,MH11g0061900,MH11g0062800
Chr11,2840909,2852421,Chr11,3441013,3450465,5,MH11g0061900,MH11g0071200
Chr11,2915247,2916970,Chr11,2945012,2950226,4,MH11g0062400,MH11g0062800
Chr11,2945012,2950226,Chr11,2958183,2958731,4,MH11g0062800,MH11g0062900
Chr11,3060286,3065095,Chr11,3083673,3085216,4,MH11g0064500,MH11g0064900
Chr11,3060286,3065095,Chr11,3091772,3097052,24,MH11g0064500,MH11g0065100
Chr11,3060286,3065095,Chr11,3441013,3450465,4,MH11g0064500,MH11g0071200
Chr11,3078365,3079425,Chr11,3091772,3097052,23,MH11g0064800,MH11g0065100
Chr11,3083673,3085216,Chr11,3091772,3097052,35,MH11g0064900,MH11g0065100
Chr11,3091772,3097052,Chr11,3291239,3293403,5,MH11g0065100,MH11g0068800
Chr11,3091772,3097052,Chr11,3308252,3320618,8,MH11g0065100,MH11g0069000
Chr11,3091772,3097052,Chr11,3441013,3450465,5,MH11g0065100,MH11g0071200
Chr11,3091772,3097052,Chr11,5374861,5384089,5,MH11g0065100,MH11g0109300
Chr11,3091772,3097052,Chr11,5915913,5931340,6,MH11g0065100,MH11g0115100
Chr11,3291239,3293403,Chr11,3308252,3320618,15,MH11g0068800,MH11g0069000
Chr11,3308252,3320618,Chr11,3308252,3320618,4,MH11g0069000,MH11g0069000
Chr11,3308252,3320618,Chr11,3379425,3380641,7,MH11g0069000,NA
Chr11,3308252,3320618,Chr11,3436898,3441263,4,MH11g0069000,MH11g0071000
Chr11,3308252,3320618,Chr11,3441013,3450465,12,MH11g0069000,MH11g0071200
Chr11,3379425,3380641,Chr11,3441013,3450465,4,NA,MH11g0071200
Chr11,3391557,3393343,Chr11,3441013,3450465,4,MH11g0070300,MH11g0071200
Chr11,3436898,3441263,Chr11,3441013,3450465,13,MH11g0071000,MH11g0071200
Chr11,3441013,3450465,Chr11,3441013,3450465,6,MH11g0071200,MH11g0071200
Chr11,3441013,3450465,Chr11,4052166,4062330,4,MH11g0071200,MH11g0079300
Chr11,3441013,3450465,Chr11,5374861,5384089,5,MH11g0071200,MH11g0109300
Chr11,4052166,4062330,Chr11,4133311,4135644,9,MH11g0079300,MH11g0080100
Chr11,4052166,4062330,Chr11,4226300,4234465,5,MH11g0079300,MH11g0081500
Chr11,4052166,4062330,Chr11,5374861,5384089,5,MH11g0079300,MH11g0109300
Chr11,4222482,4223490,Chr11,4226300,4234465,7,NA,MH11g0081500
Chr11,4226300,4234465,Chr11,4236966,4240839,18,MH11g0081500,NA
Chr11,4226300,4234465,Chr11,4379749,4384479,6,MH11g0081500,MH11g0083700
Chr11,4226300,4234465,Chr11,4481919,4488975,4,MH11g0081500,MH11g0085300
Chr11,4342011,4346571,Chr11,4348552,4357192,16,MH11g0082900,MH11g0083000
Chr11,4348552,4357192,Chr11,4379749,4384479,22,MH11g0083000,MH11g0083700
Chr11,4348552,4357192,Chr11,4481919,4488975,9,MH11g0083000,MH11g0085300
Chr11,4348552,4357192,Chr11,5034915,5044366,4,MH11g0083000,MH11g0104300
Chr11,4348552,4357192,Chr11,5374861,5384089,10,MH11g0083000,MH11g0109300
Chr11,4348552,4357192,Chr11,5915913,5931340,6,MH11g0083000,MH11g0115100
Chr11,4379749,4384479,Chr11,4481919,4488975,5,MH11g0083700,MH11g0085300
Chr11,4379749,4384479,Chr11,5374861,5384089,4,MH11g0083700,MH11g0109300
Chr11,4379749,4384479,Chr11,5624716,5629677,5,MH11g0083700,MH11g0112200
Chr11,4481919,4488975,Chr11,4493305,4493788,5,MH11g0085300,MH11g0085500
Chr11,4481919,4488975,Chr11,5012248,5019282,4,MH11g0085300,MH11g0103900
Chr11,5012248,5019282,Chr11,5034296,5034706,9,MH11g0103900,MH11g0104200
Chr11,5012248,5019282,Chr11,5034915,5044366,68,MH11g0103900,MH11g0104300
Chr11,5012248,5019282,Chr11,5313619,5323327,4,MH11g0103900,MH11g0108900
Chr11,5012248,5019282,Chr11,5374861,5384089,4,MH11g0103900,MH11g0109300
Chr11,5034915,5044366,Chr11,5374861,5384089,7,MH11g0104300,MH11g0109300
Chr11,5034915,5044366,Chr11,5915913,5931340,5,MH11g0104300,MH11g0115100
Chr11,5313619,5323327,Chr11,5374861,5384089,25,MH11g0108900,MH11g0109300
Chr11,5313619,5323327,Chr11,5915913,5931340,4,MH11g0108900,MH11g0115100
Chr11,5334850,5335238,Chr11,5374861,5384089,7,NA,MH11g0109300
Chr11,5371350,5371691,Chr11,5374861,5384089,15,NA,MH11g0109300
